train,test,angle,jitter,pair_auc,pair_thr,res_thr,fw_thr,dist_thr,lambda_pair,beta_degree,train_exact,train_false,train_incomplete,utility
921,953,15,0.5,0.9951727061423564,0.832157331012948,2.298619944221557,2.1859664360814866,8.664997257389984,1.0,0.35,,,,
921,953,30,1.0,0.9826865188233501,0.4779617713165846,4.140392781539195,0.06455587739530204,10.733386213310565,1.0,0.35,,,,
921,953,45,1.0,0.9629915409236398,0.4600328988942545,4.903339436920911,-1.9233221827829359,10.855387587480488,1.0,0.35,,,,
921,953,60,1.5,0.9222465134887974,0.42339512489284953,5.5915275125601696,-4.13383137526771,12.53355315692951,1.0,0.35,,,,
953,921,15,0.5,0.9992617899792492,0.6868590445759065,2.045762535157391,1.9799388251858159,9.113625110278763,1.0,0.35,,,,
953,921,30,1.0,0.981364698256654,0.5047898570564928,3.853959355114286,-0.6899511972474327,11.741617134969943,1.0,0.35,,,,
953,921,45,1.0,0.9672981963368578,0.4514151509383446,5.390949055197562,-3.7033271140040194,13.321231877969367,1.0,0.35,,,,
953,921,60,1.5,0.9146557195522126,0.4283862894940501,5.698858954119026,-6.625770204425873,13.209442842242867,1.0,0.35,,,,
