tau,consistency,coverage_30,n_accept_30,false_accept_30,exact_accept_30,exact_yield_30,false_yield_30,repair_coverage_30,repair_exact_yield_30,repair_false_yield_30,no_repair_coverage_30,no_repair_exact_yield_30,no_repair_false_yield_30,coverage_45,n_accept_45,false_accept_45,exact_accept_45,exact_yield_45,false_yield_45,repair_coverage_45,repair_exact_yield_45,repair_false_yield_45,no_repair_coverage_45,no_repair_exact_yield_45,no_repair_false_yield_45,worst_repair_exact_yield,mean_repair_exact_yield,mean_exact_yield,worst_coverage
0.85,0.6,0.7636186770428015,785.0,0.008917197452229299,0.5617834394904458,0.428988326848249,0.006809338521400778,0.6440677966101694,0.06779661016949153,0.005084745762711864,0.9246575342465754,0.9155251141552512,0.0091324200913242,0.8297665369649806,853.0,0.008206330597889801,0.5052754982415005,0.41926070038910507,0.006809338521400778,0.7457627118644068,0.03389830508474576,0.00847457627118644,0.9429223744292238,0.9383561643835616,0.0045662100456621,0.03389830508474576,0.05084745762711865,0.42412451361867703,0.7636186770428015
