eval,metric,mask_minus_canonical,ci_low,ci_high,n_patients
test30,exact,0.010357815442561202,-0.0051984877126654006,0.02575896964121438,160
test30,false_scene,-0.04425612052730697,-0.05676860975247958,-0.031960949647634004,160
test30,incomplete,0.03389830508474573,0.0187678881952809,0.04929602748130722,160
test45,exact,0.002354048964218425,-0.010305418567343665,0.014719422144291786,160
test45,false_scene,-0.020715630885122405,-0.03119127793906383,-0.01032342881469907,160
test45,incomplete,0.018361581920903924,0.004734680582419913,0.032377428307123035,160
