eval,metric,hybrid_minus_canonical,ci_low,ci_high,n_patients
test30,coverage,0.25659133709981163,0.23802760589879826,0.27517753651953,160
test30,exact_yield,0.036723163841807904,0.025999014720628096,0.04764128911723492,160
test30,false_yield,0.002354048964218456,-0.0027688047992616522,0.0075975214758484694,160
test30,repair_exact_yield,-0.0024671052631578955,-0.017213114754098355,0.011647497024803236,160
test45,coverage,0.18126177024482104,0.1660289061022308,0.19643715158954758,160
test45,exact_yield,0.026836158192090398,0.017577154332213983,0.03602792168612029,160
test45,false_yield,0.0014124293785310734,-0.0033191085822664767,0.006184659699449901,160
test45,repair_exact_yield,0.005756578947368418,-0.005714402427637721,0.016906562414217525,160
