pair_veto_threshold,junction_veto_threshold,consistency,coverage_30,n_accept_30,false_accept_30,exact_accept_30,incomplete_accept_30,exact_yield_30,false_yield_30,repair_coverage_30,repair_exact_yield_30,repair_false_yield_30,no_repair_coverage_30,no_repair_exact_yield_30,no_repair_false_yield_30,changed_30,coverage_45,n_accept_45,false_accept_45,exact_accept_45,incomplete_accept_45,exact_yield_45,false_yield_45,repair_coverage_45,repair_exact_yield_45,repair_false_yield_45,no_repair_coverage_45,no_repair_exact_yield_45,no_repair_false_yield_45,changed_45,worst_repair_exact_yield,mean_repair_exact_yield,mean_exact_yield,worst_coverage
0.97,0.96,0.0,1.0,1028.0,0.008754863813229572,0.4688715953307393,0.5223735408560312,0.4688715953307393,0.008754863813229572,1.0,0.07457627118644068,0.015254237288135594,1.0,1.0,0.0,0.19455252918287938,1.0,1028.0,0.006809338521400778,0.45233463035019456,0.5408560311284046,0.45233463035019456,0.006809338521400778,1.0,0.04576271186440678,0.011864406779661017,1.0,1.0,0.0,0.14396887159533073,0.04576271186440678,0.06016949152542373,0.46060311284046696,1.0
