model,auroc_mean,auroc_median,auprc_mean,recall_mean,fpr_mean,fpr_median,precision_mean
seq_cnn_tokens,0.9274141136429369,0.9376617029948074,0.913663928734728,0.9405277014652015,0.24456272893772896,0.25707417582417585,0.7982024039604039
seq_transformer_tokens,0.9294320633637111,0.9471552207236444,0.9164220877971649,0.9214819902319902,0.24338560744810744,0.20576923076923076,0.7975854097414355
