eval,method,n,exact,false_scene,incomplete,pair_auc,pair_auprc,junction_auc,junction_auprc
test_stress30_1mm,ind,480,0.3333333333333333,0.0020833333333333333,0.6645833333333333,0.8811770521970761,0.6401302659004067,0.921985662047729,0.45362002809241314
test_stress30_1mm,greedy,480,0.3333333333333333,0.0020833333333333333,0.6645833333333333,0.8811770521970761,0.6401302659004067,0.921985662047729,0.45362002809241314
test_stress30_1mm,global,480,0.3333333333333333,0.0020833333333333333,0.6645833333333333,0.8811770521970761,0.6401302659004067,0.921985662047729,0.45362002809241314
test_stress45_1mm,ind,480,0.3333333333333333,0.0020833333333333333,0.6645833333333333,0.8358261402224526,0.5917474482585883,0.8550062548113934,0.3186763865585034
test_stress45_1mm,greedy,480,0.3333333333333333,0.0020833333333333333,0.6645833333333333,0.8358261402224526,0.5917474482585883,0.8550062548113934,0.3186763865585034
test_stress45_1mm,global,480,0.3333333333333333,0.0020833333333333333,0.6645833333333333,0.8358261402224526,0.5917474482585883,0.8550062548113934,0.3186763865585034
