eval,gate,n,coverage,n_accept,false_rate_accept,exact_rate_accept,incomplete_rate_accept,false_count,exact_count
test30,0.6,2124,0.7434086629001884,1579,0.008233058898036731,0.5788473717542748,0.4129195693476884,13,914
test45,0.6,2124,0.818738229755179,1739,0.008625646923519264,0.5192639447958597,0.47211040828062106,15,903
